osm_uid,osm_type,osm_id,category,name,brand,brand:wikidata,addr:street,addr:district,opening_hours,website,phone,operator,cuisine,wikidata,lat,lon,_raw_tags
node/4759036904,node,4759036904,fast_food,Lulu Burger,,,,,,,,,burger,,24.3306549,54.5359817,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""amenity"": ""fast_food"", ""cuisine"": ""burger"", ""name"": ""Lulu Burger"", ""name:en"": ""Lulu Burger"", ""source"": ""Kaart Ground Survey 2017""}"
node/4759036910,node,4759036910,restaurants,Amna Al Arab Restaurant,,,,,,,,,,,24.3284922,54.5370576,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""amenity"": ""restaurant"", ""name"": ""Amna Al Arab Restaurant"", ""name:en"": ""Amna Al Arab Restaurant"", ""source"": ""Kaart Ground Survey 2017""}"
node/4759036912,node,4759036912,convenience,Baqala,,,,,,,,,,,24.3284547,54.5379448,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""name"": ""Baqala"", ""name:en"": ""Baqala"", ""shop"": ""convenience"", ""source"": ""Kaart Ground Survey 2017""}"
node/4759043732,node,4759043732,restaurants,Bandar Aden Restaurant,,,,,,,,,,,24.328509,54.5384772,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""amenity"": ""restaurant"", ""name"": ""Bandar Aden Restaurant"", ""name:en"": ""Bandar Aden Restaurant"", ""source"": ""Kaart Ground Survey 2017""}"
node/4759043734,node,4759043734,bakeries,Al Sultan Bakeries & Markets,,,,,,,,,,,24.3275377,54.5385311,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""name"": ""Al Sultan Bakeries & Markets"", ""name:en"": ""Al Sultan Bakeries & Markets"", ""shop"": ""bakery"", ""source"": ""Kaart Ground Survey 2017""}"
node/4759046645,node,4759046645,restaurants,Karam Lebanon Restaurant,,,,,,,,,,,24.3280951,54.5366261,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""amenity"": ""restaurant"", ""name"": ""Karam Lebanon Restaurant"", ""name:en"": ""Karam Lebanon Restaurant"", ""source"": ""Kaart Ground Survey 2017""}"
node/4759046647,node,4759046647,convenience,Baqala,,,,,,,,,,,24.328553,54.5365991,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""name"": ""Baqala"", ""name:en"": ""Baqala"", ""shop"": ""convenience"", ""source"": ""Kaart Ground Survey 2017""}"
node/4759048072,node,4759048072,restaurants,Al Maria Chef & Baker Restaurant,,,,,,,,,,,24.328641,54.5360328,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""amenity"": ""restaurant"", ""name"": ""Al Maria Chef & Baker Restaurant"", ""name:en"": ""Al Maria Chef & Baker Restaurant"", ""source"": ""Kaart Ground Survey 2017""}"
node/4759048074,node,4759048074,bakeries,Golden Plum Pastery,,,,,,,,,,,24.3286461,54.5359235,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""name"": ""Golden Plum Pastery"", ""name:en"": ""Golden Plum Pastery"", ""shop"": ""bakery"", ""source"": ""Kaart Ground Survey 2017""}"
node/4759058543,node,4759058543,fast_food,Happy Burger,,,,,,,,,burger,,24.3285181,54.535438,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""amenity"": ""fast_food"", ""cuisine"": ""burger"", ""name"": ""Happy Burger"", ""name:en"": ""Happy Burger"", ""source"": ""Kaart Ground Survey 2017""}"
node/4759058545,node,4759058545,convenience,Baqala,,,,,,,,,,,24.3283098,54.5354692,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""name"": ""Baqala"", ""name:en"": ""Baqala"", ""shop"": ""convenience"", ""source"": ""Kaart Ground Survey 2017""}"
node/4759058550,node,4759058550,restaurants,Thani Nadan Restaurant,,,,,,,,,,,24.3272492,54.5353642,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""amenity"": ""restaurant"", ""name"": ""Thani Nadan Restaurant"", ""name:en"": ""Thani Nadan Restaurant"", ""source"": ""Kaart Ground Survey 2017""}"
node/4759058551,node,4759058551,coffee_shops,Musaffah Flower Coffee Shop,,,,,,,,,coffee_shop,,24.3273229,54.5348162,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop"", ""name"": ""Musaffah Flower Coffee Shop"", ""name:en"": ""Musaffah Flower Coffee Shop"", ""source"": ""Kaart Ground Survey 2017""}"
node/4759058552,node,4759058552,supermarkets,Sagar Vegetables,,,,,,,,,,,24.3274083,54.5344387,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""name"": ""Sagar Vegetables"", ""name:en"": ""Sagar Vegetables"", ""shop"": ""supermarket"", ""source"": ""Kaart Ground Survey 2017""}"
node/4759058553,node,4759058553,coffee_shops,Ruby Tea Cafeteria,,,,,,,,,,,24.3273553,54.5337644,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""amenity"": ""cafe"", ""name"": ""Ruby Tea Cafeteria"", ""name:en"": ""Ruby Tea Cafeteria"", ""source"": ""Kaart Ground Survey 2017""}"
node/4759426339,node,4759426339,tourist_landmarks,,,,,,,,,,,,24.4729154,54.341402,"{""historic"": ""memorial""}"
node/4759426363,node,4759426363,coffee_shops,triBU CAFE,,,,,,,,,,,24.4902756,54.3711945,"{""amenity"": ""cafe"", ""name"": ""triBU CAFE"", ""name:en"": ""triBU CAFE""}"
node/4759439362,node,4759439362,furniture,,,,,,,,,,,,24.4892561,54.3798328,"{""shop"": ""furniture""}"
node/4759451658,node,4759451658,convenience,Baqala,,,,,,,,,,,24.4882637,54.3804879,"{""name"": ""Baqala"", ""name:en"": ""Baqala"", ""shop"": ""convenience""}"
node/4759452629,node,4759452629,restaurants,,,,,,,,,,,,24.4919341,54.3695907,"{""amenity"": ""restaurant""}"
node/4760092198,node,4760092198,restaurants,Tandoor Express,,,,,,,,,,,24.4568165,54.7174186,"{""amenity"": ""restaurant"", ""name"": ""Tandoor Express"", ""name:en"": ""Tandoor Express"", ""source"": ""Kaart Ground Survey 2017""}"
node/4760312314,node,4760312314,supermarkets,Almaya Supermarket,,,,,,,,,,,24.4458568,54.729551,"{""name"": ""Almaya Supermarket"", ""name:en"": ""Almaya Supermarket"", ""shop"": ""supermarket"", ""source"": ""Kaart Ground Survey 2017""}"
node/4760446870,node,4760446870,fast_food,Burger Kitchen,,,,,,,,,,,24.4110199,54.5077074,"{""amenity"": ""fast_food"", ""name"": ""Burger Kitchen""}"
node/4760498765,node,4760498765,fast_food,ماكدونالدز,ماكدونالدز,Q38076,,,Mo-Su 06:00-23:00,,,EMIRATES FAST FOOD CO.,burger,,24.4279757,54.6466482,"{""amenity"": ""fast_food"", ""brand"": ""ماكدونالدز"", ""brand:ar"": ""ماكدونالدز"", ""brand:en"": ""McDonald's"", ""brand:wikidata"": ""Q38076"", ""contact:email"": ""crm@mcdonalds-uae.com"", ""contact:facebook"": ""https://www.facebook.com/McDonaldsUAE"", ""contact:phone"": ""+971 600 588885"", ""contact:website"": ""https://www.mcdelivery.ae/"", ""cuisine"": ""burger"", ""level"": ""1"", ""name"": ""ماكدونالدز"", ""name:ar"": ""ماكدونالدز"", ""name:en"": ""McDonald's"", ""opening_hours"": ""Mo-Su 06:00-23:00"", ""operator"": ""EMIRATES FAST FOOD CO."", ""takeaway"": ""yes""}"
node/4760706608,node,4760706608,fast_food,Golf Land,,,,,,,,,,,24.405697,54.5171084,"{""amenity"": ""fast_food"", ""name"": ""Golf Land"", ""name:en"": ""Golf Land""}"
node/4760706609,node,4760706609,fast_food,Ghosen Al Zatar,,,,,,,,,,,24.4056249,54.5174005,"{""amenity"": ""fast_food"", ""name"": ""Ghosen Al Zatar"", ""name:en"": ""Ghosen Al Zatar""}"
node/4760782068,node,4760782068,restaurants,Baith Albarak Restaurant,,,,,,,,,,,24.4055775,54.50423,"{""amenity"": ""restaurant"", ""name"": ""Baith Albarak Restaurant"", ""name:en"": ""Baith Albarak Restaurant"", ""source"": ""Kaart Ground Survey 2017""}"
node/4760782069,node,4760782069,coffee_shops,Al Justrain,,,,,,,,,,,24.405522,54.5042187,"{""amenity"": ""cafe"", ""name"": ""Al Justrain"", ""name:en"": ""Al Justrain"", ""source"": ""Kaart Ground Survey 2017""}"
node/4760782071,node,4760782071,restaurants,Bain Al Jusrain,,,,,,,,,,,24.4058057,54.5042959,"{""amenity"": ""restaurant"", ""name"": ""Bain Al Jusrain"", ""name:en"": ""Bain Al Jusrain"", ""source"": ""Kaart Ground Survey 2017""}"
node/4760782072,node,4760782072,pharmacies,Bain Al Jesrain Pharmacy,,,,,,,,,,,24.4059849,54.504356,"{""amenity"": ""pharmacy"", ""healthcare"": ""pharmacy"", ""name"": ""Bain Al Jesrain Pharmacy"", ""name:en"": ""Bain Al Jesrain Pharmacy"", ""source"": ""Kaart Ground Survey 2017""}"
node/4760782074,node,4760782074,electronics,Spider Net Electronics,,,,,,,,,,,24.4062183,54.5044261,"{""name"": ""Spider Net Electronics"", ""name:en"": ""Spider Net Electronics"", ""shop"": ""electronics"", ""source"": ""Kaart Ground Survey 2017""}"
node/4760818791,node,4760818791,restaurants,Al Nomas,,,,,,,,,,,24.4110594,54.5077257,"{""amenity"": ""restaurant"", ""name"": ""Al Nomas""}"
node/4760834237,node,4760834237,restaurants,Broccoli,,,,,,,,,pizza,,24.3984792,54.6902524,"{""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Broccoli"", ""name:en"": ""Broccoli"", ""source"": ""Kaart Ground Survey 2017""}"
node/4761102038,node,4761102038,mosques,,,,,,,,,,,,24.3595423,54.5459776,"{""amenity"": ""place_of_worship"", ""religion"": ""muslim"", ""source"": ""Kaart Ground Survey 2017""}"
node/4762198307,node,4762198307,mosques,,,,,,,,,,,,24.3783237,54.6630054,"{""amenity"": ""place_of_worship"", ""religion"": ""muslim"", ""source"": ""Kaart Ground Survey 2017""}"
node/4762696773,node,4762696773,parking,,,,,,,,,,,,24.4938841,54.3662423,"{""amenity"": ""parking"", ""parking"": ""underground""}"
node/4763433043,node,4763433043,supermarkets,Shaheen supermarket,,,,,,,,,,,24.3063272,54.6113997,"{""name"": ""Shaheen supermarket"", ""name:ar"": ""شاهين سوبر ماركت"", ""name:en"": ""Shaheen supermarket"", ""shop"": ""supermarket""}"
node/4763885124,node,4763885124,coffee_shops,Al Deer Cafeteria,,,,,,,,,,,24.491542,54.3705092,"{""amenity"": ""cafe"", ""name"": ""Al Deer Cafeteria"", ""name:en"": ""Al Deer Cafeteria""}"
node/4765941821,node,4765941821,restaurants,Dany's,,,,,,,,,,,24.3282662,54.5337308,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""amenity"": ""restaurant"", ""name"": ""Dany's"", ""name:en"": ""Dany's"", ""source"": ""Kaart Ground Survey 2017""}"
node/4765941828,node,4765941828,department_stores,Big Mart,,,,,,,,,,,24.3275021,54.5326088,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""name"": ""Big Mart"", ""name:en"": ""Big Mart"", ""shop"": ""department_store"", ""source"": ""Kaart Ground Survey 2017""}"
node/4765946651,node,4765946651,restaurants,Royal South Indian Restaurant,,,,,,,,,indian,,24.3285723,54.5317632,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""amenity"": ""restaurant"", ""cuisine"": ""indian"", ""name"": ""Royal South Indian Restaurant"", ""name:en"": ""Royal South Indian Restaurant"", ""source"": ""Kaart Ground Survey 2017""}"
node/4765946652,node,4765946652,restaurants,Ladies Kitchen,,,,,,,,,,,24.3284522,54.5314714,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""amenity"": ""restaurant"", ""name"": ""Ladies Kitchen"", ""name:en"": ""Ladies Kitchen"", ""source"": ""Kaart Ground Survey 2017""}"
node/4765974485,node,4765974485,restaurants,Fort Gate Restaurant,,,,,,,,,,,24.326046,54.5312123,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""amenity"": ""restaurant"", ""name"": ""Fort Gate Restaurant"", ""name:en"": ""Fort Gate Restaurant"", ""source"": ""Kaart Ground Survey 2017""}"
node/4765974486,node,4765974486,supermarkets,,,,,,,,,,,,24.3263109,54.5313802,"{""shop"": ""supermarket"", ""source"": ""Kaart Ground Survey 2017""}"
node/4765984447,node,4765984447,restaurants,Nasmat Al Sham Restaurant,,,,,,,,,,,24.3259577,54.5318939,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""amenity"": ""restaurant"", ""name"": ""Nasmat Al Sham Restaurant"", ""name:en"": ""Nasmat Al Sham Restaurant"", ""source"": ""Kaart Ground Survey 2017""}"
node/4765984470,node,4765984470,coffee_shops,Shai Albahar Cafeteria,,,,,,,,,,,24.3252386,54.5319163,"{""addr:city"": ""أبو ظبي"", ""addr:city:ar"": ""أبو ظبي"", ""addr:city:en"": ""Abu Dhabi"", ""addr:city:ur"": ""ابوظہبی"", ""amenity"": ""cafe"", ""name"": ""Shai Albahar Cafeteria"", ""name:en"": ""Shai Albahar Cafeteria"", ""source"": ""Kaart Ground Survey 2017""}"
node/4765990901,node,4765990901,restaurants,Biryani Spice Restaurant,,,,,,,,,,,24.3251316,54.5319088,"{""amenity"": ""restaurant"", ""name"": ""Biryani Spice Restaurant"", ""name:en"": ""Biryani Spice Restaurant"", ""source"": ""Kaart Ground Survey 2017""}"
node/4772948326,node,4772948326,fast_food,Sea Shell refreshment L.L.C,,,,,,,,,,,24.4480054,54.400812,"{""amenity"": ""fast_food"", ""name"": ""Sea Shell refreshment L.L.C"", ""name:en"": ""Sea Shell refreshment L.L.C""}"
node/4772948327,node,4772948327,restaurants,Diets House Restaurant,,,,,,,,,,,24.4486172,54.4009218,"{""amenity"": ""restaurant"", ""name"": ""Diets House Restaurant"", ""name:en"": ""Diets House Restaurant""}"
node/4772977021,node,4772977021,bakeries,,,,,,,,,,,,24.4483479,54.4011499,"{""shop"": ""bakery""}"
node/4772977121,node,4772977121,coffee_shops,,,,,,,,,,,,24.4487513,54.4008062,"{""amenity"": ""cafe""}"
node/4776093425,node,4776093425,pharmacies,Al Rawadha Pharmacy,,,,,,,,,,,24.4908546,54.374838,"{""amenity"": ""pharmacy"", ""healthcare"": ""pharmacy"", ""name"": ""Al Rawadha Pharmacy"", ""name:en"": ""Al Rawadha Pharmacy""}"
node/4779719577,node,4779719577,restaurants,مطعم ومشاوي الصياد,,,,,Mo-Su 09:00-01:00,http://www.alsayyad-ad.com,0097124448070,Humaid AlRomithi,arab;breakfast;burger;cake;chicken;coffee_shop;crepe;diner;fine_dining;fish;fish_and_chips;grill;italian_pizza;kebab;lebanese;local;pasta;pizza;sandwich;seafood;tea,,24.4041044,54.5044197,"{""amenity"": ""restaurant"", ""cuisine"": ""arab;breakfast;burger;cake;chicken;coffee_shop;crepe;diner;fine_dining;fish;fish_and_chips;grill;italian_pizza;kebab;lebanese;local;pasta;pizza;sandwich;seafood;tea"", ""email"": ""admin@alsayyad-ad.com"", ""internet_access"": ""wlan"", ""name"": ""مطعم ومشاوي الصياد"", ""name:ar"": ""مطعم ومشاوي الصياد"", ""name:en"": ""AlSayyad Restaurant Fish & Grilling"", ""opening_hours"": ""Mo-Su 09:00-01:00"", ""operator"": ""Humaid AlRomithi"", ""phone"": ""0097124448070"", ""website"": ""http://www.alsayyad-ad.com""}"
node/4781453922,node,4781453922,department_stores,Royal city market,,,,,,,,,,,24.4241035,54.730683,"{""name"": ""Royal city market"", ""name:en"": ""Royal city market"", ""shop"": ""department_store""}"
node/4794738821,node,4794738821,bus_stops,,,,,,,,,,,,24.4878442,54.364314,"{""highway"": ""bus_stop""}"
node/4795922822,node,4795922822,restaurants,Butcher & Still,,,Four Seasons,,Mo-Su 16:00-02:00,https://m.fourseasons.com/abudhabi/dining/restaurants/butcher_and_still/,+97123332700,,,,24.5029262,54.3873567,"{""addr:street"": ""Four Seasons"", ""air_conditioning"": ""yes"", ""amenity"": ""restaurant"", ""indoor_seating"": ""yes"", ""internet_access"": ""wlan"", ""name"": ""Butcher & Still"", ""name:en"": ""Butcher & Still"", ""opening_hours"": ""Mo-Su 16:00-02:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+97123332700"", ""smoking"": ""no"", ""website"": ""https://m.fourseasons.com/abudhabi/dining/restaurants/butcher_and_still/""}"
node/4796095324,node,4796095324,bus_stops,Shabiya 12 takreer bus stop,,,,,,,,,,,24.3235208,54.5351769,"{""highway"": ""bus_stop"", ""name"": ""Shabiya 12 takreer bus stop"", ""name:en"": ""Shabiya 12 takreer bus stop""}"
node/4796512422,node,4796512422,restaurants,M36 Tamil hotel,,,,,,,,,,,24.3305737,54.5335315,"{""amenity"": ""restaurant"", ""name"": ""M36 Tamil hotel"", ""name:en"": ""M36 Tamil hotel""}"
node/4798802532,node,4798802532,bus_stops,,,,,,,,,,,,24.4532702,54.3864983,"{""highway"": ""bus_stop""}"
node/4798813037,node,4798813037,coffee_shops,itzaa pizza,,,,,,,,,,,24.453276,54.3856431,"{""addr:city"": ""أبو ظبي"", ""amenity"": ""cafe"", ""name"": ""itzaa pizza"", ""name:en"": ""itzaa pizza""}"
node/4803434728,node,4803434728,department_stores,,,,,,,,,,,,24.4736472,54.3681994,"{""shop"": ""department_store""}"
node/4803448122,node,4803448122,restaurants,Alain Restaurant,,,,,,,,,,,24.4732698,54.3685152,"{""amenity"": ""restaurant"", ""name"": ""Alain Restaurant"", ""name:en"": ""Alain Restaurant""}"
node/4803465021,node,4803465021,convenience,,,,,,,,,,,,24.4738321,54.368081,"{""addr:city:ar"": ""أبو ظبي"", ""shop"": ""convenience""}"
node/4805871524,node,4805871524,fast_food,Salver City REFRESHMENTS,,,,,,,,,,,24.4472892,54.3915401,"{""amenity"": ""fast_food"", ""name"": ""Salver City REFRESHMENTS"", ""name:en"": ""Salver City REFRESHMENTS""}"
node/4805871527,node,4805871527,fast_food,,,,,,,,,,,,24.4477943,54.391074,"{""addr:city"": ""أبو ظبي"", ""amenity"": ""fast_food""}"
node/4805885922,node,4805885922,fast_food,Tasty Refreshments,,,,,,,,,,,24.4474778,54.3913616,"{""addr:city"": ""أبو ظبي"", ""amenity"": ""fast_food"", ""name"": ""Tasty Refreshments"", ""name:en"": ""Tasty Refreshments""}"
node/4807291927,node,4807291927,bus_stops,,,,,,,,,,,,24.4745196,54.3431386,"{""highway"": ""bus_stop""}"
node/4807295321,node,4807295321,fast_food,Masha House,,,,,,,,,,,24.4763169,54.3436397,"{""amenity"": ""fast_food"", ""fast_food"": ""cafeteria"", ""name"": ""Masha House""}"
node/4809030123,node,4809030123,pharmacies,Medeor pharmacy,,,,,,,,,,,24.45401,54.6134492,"{""amenity"": ""pharmacy"", ""name"": ""Medeor pharmacy"", ""name:en"": ""Medeor pharmacy""}"
node/4814759837,node,4814759837,convenience,Baqala,,,,,,,,,,,24.459601,54.3798788,"{""name"": ""Baqala"", ""name:en"": ""Baqala"", ""shop"": ""convenience""}"
node/4814759838,node,4814759838,fast_food,Juice And Bite Refreshments,,,,,,,,,,,24.4596329,54.3798455,"{""amenity"": ""fast_food"", ""name"": ""Juice And Bite Refreshments"", ""name:en"": ""Juice And Bite Refreshments""}"
node/4814796421,node,4814796421,pharmacies,Al Manara,,,,,,,,,,,24.4265974,54.4072097,"{""amenity"": ""pharmacy"", ""name"": ""Al Manara"", ""name:en"": ""Al Manara""}"
node/4819311921,node,4819311921,restaurants,hooked SEAFOOD RESTAURANT,,,,,,,,,fish,,24.4903514,54.3720243,"{""amenity"": ""restaurant"", ""cuisine"": ""fish"", ""name"": ""hooked SEAFOOD RESTAURANT"", ""name:en"": ""hooked SEAFOOD RESTAURANT""}"
node/4819311922,node,4819311922,restaurants,,,,,,,,,,,,24.459465,54.3785058,"{""amenity"": ""restaurant""}"
node/4822604839,node,4822604839,convenience,BULK,,,,,,,,,,,24.5269069,54.3748025,"{""name"": ""BULK"", ""name:en"": ""BULK"", ""shop"": ""convenience""}"
node/4822620723,node,4822620723,coffee_shops,Arabisque,,,,,,,,,,,24.4703549,54.3465969,"{""amenity"": ""cafe"", ""name"": ""Arabisque"", ""name:en"": ""Arabisque""}"
node/4822620922,node,4822620922,restaurants,Dreams,,,,,,,,,,,24.4701968,54.3467788,"{""amenity"": ""restaurant"", ""name"": ""Dreams"", ""name:en"": ""Dreams""}"
node/4822621122,node,4822621122,department_stores,,,,,,,,,,,,24.3933051,54.7254925,"{""shop"": ""department_store""}"
node/4823551422,node,4823551422,supermarkets,,,,,,,,,,,,24.4290213,54.7277894,"{""internet_access"": ""wlan"", ""shop"": ""supermarket""}"
node/4823560721,node,4823560721,supermarkets,al falah,,,,,24/7,,9567900307,Abdulla,,,24.4253145,54.7299141,"{""email"": ""noushun404@gmail.com"", ""internet_access"": ""wlan"", ""name"": ""al falah"", ""name:en"": ""al falah"", ""opening_hours"": ""24/7"", ""operator"": ""Abdulla"", ""phone"": ""9567900307"", ""shop"": ""supermarket""}"
node/4831173326,node,4831173326,coffee_shops,,,,,,,,,,,,24.4891785,54.367467,"{""amenity"": ""cafe""}"
node/4831173327,node,4831173327,supermarkets,Wenchao Hypermarket,,,,,,,,,,,24.496578,54.3738371,"{""name"": ""Wenchao Hypermarket"", ""nickname"": ""WeMart"", ""shop"": ""supermarket""}"
node/4834896634,node,4834896634,bus_stops,,,,,,,,,,,,24.4899638,54.3686488,"{""highway"": ""bus_stop"", ""name:en"": ""X4, X5, 7, 8, 42, 43, 44, 55, 56, 67""}"
node/4834896823,node,4834896823,restaurants,Top Foam Restaurant,,,,,,,,,,,24.4657101,54.3754461,"{""amenity"": ""restaurant"", ""name"": ""Top Foam Restaurant"", ""name:en"": ""Top Foam Restaurant""}"
node/4834896824,node,4834896824,fast_food,LuLu Refreshments,,,,,,,,,,,24.490065,54.3721268,"{""amenity"": ""fast_food"", ""name"": ""LuLu Refreshments"", ""name:en"": ""LuLu Refreshments""}"
node/4848498422,node,4848498422,tourist_landmarks,الضمان الصحي,,,,,,,,,,,24.4180034,54.4427354,"{""name"": ""الضمان الصحي"", ""name:ar"": ""الضمان الصحي"", ""name:en"": ""Daman"", ""tourism"": ""attraction""}"
node/4848801224,node,4848801224,electronics,Epiphone kupac,,,,,,,,,,,24.3920969,54.49244,"{""name"": ""Epiphone kupac"", ""name:en"": ""Epiphone kupac"", ""shop"": ""electronics""}"
node/4849292324,node,4849292324,coffee_shops,مطعم امود,,,,,,,,,,,24.4803638,54.3551495,"{""amenity"": ""cafe"", ""fixme"": ""name, name:ar mismatch."", ""name"": ""مطعم امود"", ""name:en"": ""Amod Resturant""}"
node/4850133422,node,4850133422,fast_food,,,,,,,,,,,,24.5041298,54.3759473,"{""amenity"": ""fast_food""}"
node/4850133821,node,4850133821,restaurants,,,,,,,,,,,,24.5038186,54.3763631,"{""amenity"": ""restaurant""}"
node/4851114853,node,4851114853,convenience,,,,,,,,,,,,24.5041216,54.3756028,"{""shop"": ""convenience""}"
node/4853172221,node,4853172221,supermarkets,Supermarket,,,,,,,,,,,24.3752181,54.6600861,"{""name"": ""Supermarket"", ""name:en"": ""Supermarket"", ""shop"": ""supermarket""}"
node/4854934424,node,4854934424,department_stores,Makani Mall,,,,,8:00-22:00,,02 584 5845,abudhabicoop.com,,,24.3869142,54.7225987,"{""name"": ""Makani Mall"", ""opening_hours"": ""8:00-22:00"", ""operator"": ""abudhabicoop.com"", ""phone"": ""02 584 5845"", ""shop"": ""department_store""}"
node/4855498622,node,4855498622,coffee_shops,Bai Cha Cafe,,,,,,,,,bubble_tea,,24.490207,54.3729296,"{""amenity"": ""cafe"", ""cuisine"": ""bubble_tea"", ""name"": ""Bai Cha Cafe""}"
node/4855498921,node,4855498921,department_stores,AL MARIA OFFICE SUPPLIES CO L.L.C.,,,,,,,,,,,24.4896768,54.3725476,"{""name"": ""AL MARIA OFFICE SUPPLIES CO L.L.C."", ""name:en"": ""AL MARIA OFFICE SUPPLIES CO L.L.C."", ""shop"": ""department_store""}"
node/4855943124,node,4855943124,restaurants,,,,,,,,,,,,24.4966762,54.3809834,"{""amenity"": ""restaurant""}"
node/4855943125,node,4855943125,coffee_shops,Cafeteria MORA,,,,,,,,,,,24.496584,54.3811991,"{""amenity"": ""cafe"", ""name"": ""Cafeteria MORA"", ""name:en"": ""Cafeteria MORA""}"
node/4855943128,node,4855943128,clothes,,,,,,,,,,,,24.496254,54.3812046,"{""shop"": ""clothes""}"
node/4855959822,node,4855959822,convenience,baqala,,,,,,,,,,,24.4964704,54.38067,"{""name"": ""baqala"", ""name:en"": ""baqala"", ""shop"": ""convenience""}"
node/4855959923,node,4855959923,department_stores,,,,,,,,,,,,24.4959493,54.3812161,"{""shop"": ""department_store""}"
node/4855960321,node,4855960321,bus_stops,,,,,,,,,,,,24.4959425,54.3809952,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""public_transport"": ""platform""}"
node/4858865326,node,4858865326,convenience,baqala,,,,,,,,,,,24.4951394,54.3792832,"{""name"": ""baqala"", ""name:en"": ""baqala"", ""shop"": ""convenience""}"
node/4858865329,node,4858865329,restaurants,Aroma restaurant,,,,,,,,,,,24.4953179,54.3791357,"{""amenity"": ""restaurant"", ""name"": ""Aroma restaurant"", ""name:en"": ""Aroma restaurant""}"
node/4858865330,node,4858865330,convenience,Baqala - West Market,,,,,,,,,,,24.4952508,54.3785483,"{""name"": ""Baqala - West Market"", ""shop"": ""convenience""}"
